ref_techant;ref_obj;technique;ouvrage;champ;libelle_1;libelle_2;unite;frequence;type
18050;7840;CAD PROD C;CENTRALE PALA;B3511 SONDE DE TEMPERATURE;MESURE;TEMPERATURE DEPART FOURNITURE DESPOND;°C;1 MINUTE;Valeur moyenne
18053;7840;CAD PROD C;CENTRALE PALA;B3511 SONDE DE TEMPERATURE;MESURE;TEMPERATURE DEPART FOURNITURE DESPOND;°C;15 MINUTES;Valeur maximum
18052;7840;CAD PROD C;CENTRALE PALA;B3511 SONDE DE TEMPERATURE;MESURE;TEMPERATURE DEPART FOURNITURE DESPOND;°C;15 MINUTES;Valeur minimum
18051;7840;CAD PROD C;CENTRALE PALA;B3511 SONDE DE TEMPERATURE;MESURE;TEMPERATURE DEPART FOURNITURE DESPOND;°C;15 MINUTES;Valeur moyenne
18356;7842;CAD PROD C;CENTRALE PALA;B3512 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR FOURNITURE DESPOND;°C;15 MINUTES;Valeur minimum
18355;7842;CAD PROD C;CENTRALE PALA;B3512 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR FOURNITURE DESPOND;°C;15 MINUTES;Valeur moyenne
18354;7842;CAD PROD C;CENTRALE PALA;B3512 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR FOURNITURE DESPOND;°C;1 MINUTE;Valeur moyenne
18357;7842;CAD PROD C;CENTRALE PALA;B3512 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR FOURNITURE DESPOND;°C;15 MINUTES;Valeur maximum
3634;7845;CAD PROD C;CENTRALE PALA;B3612 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR RESEAU;°C;1 MINUTE;Valeur moyenne
3637;7845;CAD PROD C;CENTRALE PALA;B3612 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR RESEAU;°C;15 MINUTES;Valeur maximum
3636;7845;CAD PROD C;CENTRALE PALA;B3612 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR RESEAU;°C;15 MINUTES;Valeur minimum
3635;7845;CAD PROD C;CENTRALE PALA;B3612 SONDE DE TEMPERATURE;MESURE;TEMPERATURE RETOUR RESEAU;°C;15 MINUTES;Valeur moyenne
5909;7847;CAD PROD C;CENTRALE PALA;B3614 SONDE DE PRESSION;MESURE;PRESSION DEPART RESEAU;bars;15 MINUTES;Valeur maximum
5908;7847;CAD PROD C;CENTRALE PALA;B3614 SONDE DE PRESSION;MESURE;PRESSION DEPART RESEAU;bars;15 MINUTES;Valeur minimum
5906;7847;CAD PROD C;CENTRALE PALA;B3614 SONDE DE PRESSION;MESURE;PRESSION DEPART RESEAU;bars;1 MINUTE;Valeur moyenne
5907;7847;CAD PROD C;CENTRALE PALA;B3614 SONDE DE PRESSION;MESURE;PRESSION DEPART RESEAU;bars;15 MINUTES;Valeur moyenne
6802;7852;CAD PROD C;CENTRALE PALA;B3711 SONDE PH;MESURE;PH; ;1 MINUTE;Valeur moyenne
